index,variable,label_pt,included,eleg,V1,V2,V3,repeating_instrument,form_name_en,field_type,col_types,choices,field_note,text_validation_type_or_show_slider_number,text_validation_min,text_validation_max,branching_logic_(show_field_only_if...),required_field?,field_annotation,variable_column_(original),factor,level_pt,variable_original,label_original,form_name_pt,label_en
706,show_lab_yn,Mostrar exames laboratoriais?,0,0,1,1,1,0,medical,radio,f,"0, Não | 1, Sim",,,,,,,,AAD,"data$show_lab_yn.factor = factor(data$show_lab_yn,levels=c(""0"",""1"")) # show_lab_yn 68","levels(data$show_lab_yn.factor)=c(""Não"",""Sim"") # show_lab_yn 46",md_show_pipelab,Show lab?,avaliao_mdica,Show lab tests?
707,lab_tests_yn,Exames laboratoriais realizados?,0,0,1,1,1,0,medical,radio,f,"0, Não | 1, Sim",,,,,,,,AAE,"data$lab_tests_yn.factor = factor(data$lab_tests_yn,levels=c(""0"",""1"")) # lab_tests_yn 70","levels(data$lab_tests_yn.factor)=c(""Não"",""Sim"") # lab_tests_yn 47",md_labs,Algum exame de laboratório para checar nesta visita?,avaliao_mdica,Lab tests performed?
708,lab_tests_not_performed_reason,Motivo não realização dos exames,0,0,1,1,1,0,medical,text,c,,,,,,[md_labs] = '0',, @PLACEHOLDER = 'Por que não?',AAF,,,md_labswhynot,Por que não?,avaliao_mdica,Reason lab tests not performed
709,lab_tests_checked_yn,Exames laboratoriais checados?,0,0,1,1,1,0,medical,radio,f,"0, Não | 1, Sim",,,,,[md_labs] = '1',,,AAG,"data$lab_tests_checked_yn.factor = factor(data$lab_tests_checked_yn,levels=c(""0"",""1"")) # lab_tests_checked_yn 86","levels(data$lab_tests_checked_yn.factor)=c(""Não"",""Sim"") # lab_tests_checked_yn 55",md_labs_chked,Exames checados?,avaliao_mdica,Lab tests checked?
710,abnormal_labs,Achado laboratorial anormal?,1,0,1,1,1,0,medical,radio,f,"0, Não | 1, Sim",,,,,[md_labs_chked] = '1',,,AAH,"data$abnormal_labs.factor = factor(data$abnormal_labs,levels=c(""0"",""1"")) # abnormal_labs 72","levels(data$abnormal_labs.factor)=c(""Não"",""Sim"") # abnormal_labs 48",md_labs_find,Algum achado anormal?,avaliao_mdica,Abnormal lab finding?
711,abnormal_labs_conduct,Notas/condutas anormais,1,0,1,1,1,0,medical,notes,c,,,,,,[md_labs_find] = '1',, @PLACEHOLDER = 'Notas e conduta em relação a achados laboratoriais anormais',AAI,,,md_labs_find_mng,Notas e conduta em relação a achados laboratoriais anormais,avaliao_mdica,Abnormal lab notes/actions
712,intervention_prevention_reason_yn,Motivo para impedir intervenção?,0,0,1,1,1,0,medical,radio,f,"0, Não | 1, Sim",,,,,[event-number] <> '4',y,,AAJ,"data$intervention_prevention_reason_yn.factor = factor(data$intervention_prevention_reason_yn,levels=c(""0"",""1"")) # intervention_prevention_reason_yn 112","levels(data$intervention_prevention_reason_yn.factor)=c(""Não"",""Sim"") # intervention_prevention_reason_yn 68",md_bottle,Algum motivo impede uso da intervenção?,avaliao_mdica,Reason preventing intervention?
713,specify_intervention_prevention_reasons,Especificar motivo impedimento intervenção,0,0,1,1,1,0,medical,notes,c,,,,,,[md_bottle] = '1' and [event-number] <> '4',y, @PLACEHOLDER = 'Especifique os motivos que impedem a administração da intervenção',AAK,,,md_reasonwhynot,Specify reasons preventing delivery of the medication?,avaliao_mdica,Specify reasons preventing intervention
714,intervention_delivered_yn,Intervenção entregue?,0,0,1,1,1,0,medical,radio,f,"0, Não | 1, Sim",,,,,[md_bottle] = '0' and [event-number] <> '4',y,,AAL,"data$intervention_delivered_yn.factor = factor(data$intervention_delivered_yn,levels=c(""0"",""1"")) # intervention_delivered_yn 96","levels(data$intervention_delivered_yn.factor)=c(""Não"",""Sim"") # intervention_delivered_yn 60",md_deliver,Intervenção entregue ao paciente?,avaliao_mdica,Intervention delivered?
715,explain_intervention_not_delivered,Explicar motivo não entrega da intervenção,0,0,1,1,1,0,medical,text,c,,,,,,[md_deliver] = '0' and [event-number] <> '4',, @PLACEHOLDER = 'Especifique o motivo para não entregar a intervenção',AAM,,,md_deliver_no,Explique o motivo,avaliao_mdica,Explain why intervention not delivered
716,date_delivery,Data de entrega,1,0,1,1,1,0,medical,text,D,,,date_dmy,,,[md_deliver] = '1' and [event-number] <> '4',y,,AAN,,,md_deliver_date,Data de entrega da intervenção,avaliao_mdica,Delivery date
717,explained_dosage,Explicado uso correto?,1,0,1,1,1,0,medical,radio,f,"0, Não | 1, Sim",,,,,[md_bottle] = '0' and [event-number] <> '4',y,,AAO,"data$explained_dosage.factor = factor(data$explained_dosage,levels=c(""0"",""1"")) # explained_dosage 78","levels(data$explained_dosage.factor)=c(""Não"",""Sim"") # explained_dosage 51",md_explain,Explicado sobre a forma correta de uso?,avaliao_mdica,Correct usage explained?
718,intervention_comprehension_yn,Compreensão do uso da intervenção?,0,0,1,1,1,0,medical,radio,f,"0, Não | 1, Sim",,,,,[md_bottle] = '0' and [event-number] <> '4',y,,AAP,"data$intervention_comprehension_yn.factor = factor(data$intervention_comprehension_yn,levels=c(""0"",""1"")) # intervention_comprehension_yn 104","levels(data$intervention_comprehension_yn.factor)=c(""Não"",""Sim"") # intervention_comprehension_yn 64",md_explainchk,Participante tem total compreensão sobre o uso?,avaliao_mdica,Participant understands intervention?
719,intervention_comprehension_notes,Notas sobre compreensão,0,0,1,1,1,0,medical,notes,c,,,,,,[md_explainchk] = '0' and [event-number] <> '4',, @PLACEHOLDER = 'Notas',AAQ,,,md_understand_no,Notas,avaliao_mdica,Notes on intervention comprehension
720,expected_start_date,Data prevista início cápsulas,1,0,1,1,1,0,medical,text,D,,,date_dmy,today,,[md_deliver] = '1'  and [event-number] = '2',y,Planned Start Date (NCIT: C133396) of the intervention for which the participant was allocated,AAR,,,c133396,Data prevista para o início do uso das cápsulas {c133396_note},avaliao_mdica,Expected start date
721,expected_start_date_capsules,Data prevista início cápsulas,0,0,1,1,1,0,medical,text,c,,,,,,[md_deliver] = '1' and [event-number] = '2',,"Planned Start Date (NCIT: C133396) of the intervention for which the participant was allocated
@PLACEHOLDER = 'notas'",AAS,,,c133396_note,Data prevista para o início do uso das cápsulas,avaliao_mdica,Expected start date for capsules
722,start_after_lab,Início após exames?,1,0,1,1,1,0,medical,radio,f,"0, Não | 1, Sim",,,,,[c133396] <> [md_date] and [event-number] = '2',y,,AAT,"data$start_after_lab.factor = factor(data$start_after_lab,levels=c(""0"",""1"")) # start_after_lab 76","levels(data$start_after_lab.factor)=c(""Não"",""Sim"") # start_after_lab 50",c133396_labsdelay,O início da intervenção está programado para após a coleta dos exames laboratoriais?,avaliao_mdica,Start after lab tests?
723,additional_notes_actions_yn,Outras notas ou condutas?,0,0,1,1,1,0,medical,radio,f,"0, Não | 1, Sim",,,,,,y,,AAU,"data$additional_notes_actions_yn.factor = factor(data$additional_notes_actions_yn,levels=c(""0"",""1"")) # additional_notes_actions_yn 100","levels(data$additional_notes_actions_yn.factor)=c(""Não"",""Sim"") # additional_notes_actions_yn 62",md_mng_yn,Outras notas / condutas?,avaliao_mdica,Other notes/actions?
724,medical_conduct,Outras notas ou condutas,1,0,1,1,1,0,medical,notes,c,,,,,,[md_mng_yn] = '1',, @PLACEHOLDER = 'Outras notas ou condutas',AAV,,,md_mng,Outras notas ou condutas,avaliao_mdica,Other medical notes/actions
725,medical_complete,Formulário avaliao_mdica completo?,0,0,1,1,1,0,medical,radio,f,"0, Incomplete | 1, Unverified |2, Complete",,,,,,,,AAW,"data$medical_complete.factor = factor(data$medical_complete,levels=c(""0"",""1"",""2"")) # medical_complete 82","levels(data$medical_complete.factor)=c(""Incomplete"",""Unverified"",""Complete"") # medical_complete 76",avaliao_mdica_complete,Complete?,avaliao_mdica,Form avaliao_mdica complete?
726,weekly_followup_timestamp,Timestamp pesquisa,0,0,1,0,0,1,followup,text,T,,,datetime_dmy,,,,,,AAX,,,contato_semanal_timestamp,Survey Timestamp,contato_semanal,Follow-up timestamp
727,is_data_entry_form_yn,É formulário de entrada de dados?,0,0,1,0,0,1,followup,calc,d,[is-form],,,,,,, @HIDDEN,AAY,,,wk_isform,"Detects if the current instrument is being viewed as a data entry form (returns 1 for True, 0 for False),",contato_semanal,Is this a data entry form?
728,interviewer_followup,Entrevistador,0,0,1,0,0,1,followup,text,c,,,,,,,y," @USERNAME
@READONLY
@HIDDEN-SURVEY",AAZ,,,wk_interviewer,Entrevistador,contato_semanal,Interviewer
729,first_contact_attempt_datetime,Data/hora 1ª tentativa contato,0,0,1,0,0,1,followup,text,T,,,datetime_dmy,,,,y," @NOW
@HIDDEN-SURVEY",ABA,,,wk_datetime1,Data e hora da primeira tentativa de contato: Contato bem sucedido? {wk_datetime1_yn},contato_semanal,First contact attempt date/time
730,first_contact_successful_yn,Contato bem sucedido 1ª tentativa?,0,0,1,0,0,1,followup,radio,f,"0, Não | 1, Sim",,,,,,, @HIDDEN-SURVEY,ABB,"data$first_contact_successful_yn.factor = factor(data$first_contact_successful_yn,levels=c(""0"",""1"")) # first_contact_successful_yn 100","levels(data$first_contact_successful_yn.factor)=c(""Não"",""Sim"") # first_contact_successful_yn 62",wk_datetime1_yn,Contato bem sucedido?,contato_semanal,First contact successful?
731,second_contact_attempt_datetime,Data/hora 2ª tentativa contato,0,0,1,0,0,1,followup,text,T,,,datetime_dmy,,,[wk_datetime1_yn] = '0',, @HIDDEN-SURVEY,ABC,,,wk_datetime2,Data e hora da segunda tentativa de contato: Contato bem sucedido? {wk_datetime2_yn},contato_semanal,Second contact attempt date/time
732,second_contact_successful_yn,Contato bem sucedido 2ª tentativa?,0,0,1,0,0,1,followup,radio,f,"0, Não | 1, Sim",,,,,[wk_datetime1_yn] = '0',, @HIDDEN-SURVEY,ABD,"data$second_contact_successful_yn.factor = factor(data$second_contact_successful_yn,levels=c(""0"",""1"")) # second_contact_successful_yn 102","levels(data$second_contact_successful_yn.factor)=c(""Não"",""Sim"") # second_contact_successful_yn 63",wk_datetime2_yn,Contato bem sucedido?,contato_semanal,Second contact successful?
733,third_contact_attempt_datetime,Data/hora 3ª tentativa contato,0,0,1,0,0,1,followup,text,T,,,datetime_dmy,,,[wk_datetime2_yn] = '0',, @HIDDEN-SURVEY,ABE,,,wk_datetime3,Data e hora da terceira tentativa de contato: Contato bem sucedido? {wk_datetime3_yn},contato_semanal,Third contact attempt date/time
734,third_contact_successful_yn,Contato bem sucedido 3ª tentativa?,0,0,1,0,0,1,followup,radio,f,"0, Não | 1, Sim",,,,,[wk_datetime2_yn] = '0',, @HIDDEN-SURVEY,ABF,"data$third_contact_successful_yn.factor = factor(data$third_contact_successful_yn,levels=c(""0"",""1"")) # third_contact_successful_yn 100","levels(data$third_contact_successful_yn.factor)=c(""Não"",""Sim"") # third_contact_successful_yn 62",wk_datetime3_yn,Contato bem sucedido?,contato_semanal,Third contact successful?
735,fourth_contact_attempt_datetime,Data/hora 4ª tentativa contato,0,0,1,0,0,1,followup,text,T,,,datetime_dmy,,,[wk_datetime3_yn] = '0',, @HIDDEN-SURVEY,ABG,,,wk_datetime4,Data e hora da quarta tentativa de contato: Contato bem sucedido? {wk_datetime4_yn},contato_semanal,Fourth contact attempt date/time
736,fourth_contact_successful_yn,Contato bem sucedido 4ª tentativa?,0,0,1,0,0,1,followup,radio,f,"0, Não | 1, Sim",,,,,[wk_datetime3_yn] = '0',, @HIDDEN-SURVEY,ABH,"data$fourth_contact_successful_yn.factor = factor(data$fourth_contact_successful_yn,levels=c(""0"",""1"")) # fourth_contact_successful_yn 102","levels(data$fourth_contact_successful_yn.factor)=c(""Não"",""Sim"") # fourth_contact_successful_yn 63",wk_datetime4_yn,Contato bem sucedido?,contato_semanal,Fourth contact successful?
737,fifth_contact_attempt_datetime,Data/hora 5ª tentativa contato,0,0,1,0,0,1,followup,text,T,,,datetime_dmy,,,[wk_datetime4_yn] = '0',, @HIDDEN-SURVEY,ABI,,,wk_datetime5,Data e hora da quinta tentativa de contato: Contato bem sucedido? {wk_datetime5_yn},contato_semanal,Fifth contact attempt date/time
738,fifth_contact_successful_yn,Contato bem sucedido 5ª tentativa?,0,0,1,0,0,1,followup,radio,f,"0, Não | 1, Sim",,,,,[wk_datetime4_yn] = '0',, @HIDDEN-SURVEY,ABJ,"data$fifth_contact_successful_yn.factor = factor(data$fifth_contact_successful_yn,levels=c(""0"",""1"")) # fifth_contact_successful_yn 100","levels(data$fifth_contact_successful_yn.factor)=c(""Não"",""Sim"") # fifth_contact_successful_yn 62",wk_datetime5_yn,Contato bem sucedido?,contato_semanal,Fifth contact successful?
739,sixth_contact_attempt_datetime,Data/hora 6ª tentativa contato,0,0,1,0,0,1,followup,text,T,,,datetime_dmy,,,[wk_datetime5_yn] = '0',, @HIDDEN-SURVEY,ABK,,,wk_datetime6,Data e hora da sexta tentativa de contato: Contato bem sucedido? {wk_datetime6_yn},contato_semanal,Sixth contact attempt date/time
740,sixth_contact_successful_yn,Contato bem sucedido 6ª tentativa?,0,0,1,0,0,1,followup,radio,f,"0, Não | 1, Sim",,,,,[wk_datetime5_yn] = '0',, @HIDDEN-SURVEY,ABL,"data$sixth_contact_successful_yn.factor = factor(data$sixth_contact_successful_yn,levels=c(""0"",""1"")) # sixth_contact_successful_yn 100","levels(data$sixth_contact_successful_yn.factor)=c(""Não"",""Sim"") # sixth_contact_successful_yn 62",wk_datetime6_yn,Contato bem sucedido?,contato_semanal,Sixth contact successful?
741,seventh_contact_attempt_datetime,Data/hora 7ª tentativa contato,0,0,1,0,0,1,followup,text,T,,,datetime_dmy,,,[wk_datetime6_yn] = '0',, @HIDDEN-SURVEY,ABM,,,wk_datetime7,Data e hora da sétima tentativa de contato: Contato bem sucedido? {wk_datetime7_yn},contato_semanal,Seventh contact attempt date/time
742,seventh_contact_successful_yn,Contato bem sucedido 7ª tentativa?,0,0,1,0,0,1,followup,radio,f,"0, Não | 1, Sim",,,,,[wk_datetime6_yn] = '0',, @HIDDEN-SURVEY,ABN,"data$seventh_contact_successful_yn.factor = factor(data$seventh_contact_successful_yn,levels=c(""0"",""1"")) # seventh_contact_successful_yn 104","levels(data$seventh_contact_successful_yn.factor)=c(""Não"",""Sim"") # seventh_contact_successful_yn 64",wk_datetime7_yn,Contato bem sucedido?,contato_semanal,Seventh contact successful?
743,eighth_contact_attempt_datetime,Data/hora 8ª tentativa contato,0,0,1,0,0,1,followup,text,T,,,datetime_dmy,,,[wk_datetime7_yn] = '0',, @HIDDEN-SURVEY,ABO,,,wk_datetime8,Data e hora da oitava tentativa de contato: Contato bem sucedido? {wk_datetime8_yn},contato_semanal,Date/time 8th contact attempt
744,eighth_contact_successful_yn,Contato bem sucedido 8ª tentativa?,0,0,1,0,0,1,followup,radio,f,"0, Não | 1, Sim",,,,,[wk_datetime7_yn] = '0',, @HIDDEN-SURVEY,ABP,"data$eighth_contact_successful_yn.factor = factor(data$eighth_contact_successful_yn,levels=c(""0"",""1"")) # eighth_contact_successful_yn 102","levels(data$eighth_contact_successful_yn.factor)=c(""Não"",""Sim"") # eighth_contact_successful_yn 63",wk_datetime8_yn,Contato bem sucedido?,contato_semanal,8th contact successful?
745,ninth_contact_attempt_datetime,Data/hora 9ª tentativa contato,0,0,1,0,0,1,followup,text,T,,,datetime_dmy,,,[wk_datetime8_yn] = '0',, @HIDDEN-SURVEY,ABQ,,,wk_datetime9,Data e hora da nona tentativa de contato: Contato bem sucedido? {wk_datetime9_yn},contato_semanal,Date/time 9th contact attempt
746,ninth_contact_successful_yn,Contato bem sucedido 9ª tentativa?,0,0,1,0,0,1,followup,radio,f,"0, Não | 1, Sim",,,,,[wk_datetime8_yn] = '0',, @HIDDEN-SURVEY,ABR,"data$ninth_contact_successful_yn.factor = factor(data$ninth_contact_successful_yn,levels=c(""0"",""1"")) # ninth_contact_successful_yn 100","levels(data$ninth_contact_successful_yn.factor)=c(""Não"",""Sim"") # ninth_contact_successful_yn 62",wk_datetime9_yn,Contato bem sucedido?,contato_semanal,9th contact successful?
747,tenth_contact_attempt_datetime,Data/hora 10ª tentativa contato,0,0,1,0,0,1,followup,text,T,,,datetime_dmy,,,[wk_datetime9_yn] = '0',, @HIDDEN-SURVEY,ABS,,,wk_datetime10,Data e hora da décima tentativa de contato: Contato bem sucedido? {wk_datetime10_yn},contato_semanal,Date/time 10th contact attempt
748,tenth_contact_successful_yn,Contato bem sucedido 10ª tentativa?,0,0,1,0,0,1,followup,radio,f,"0, Não | 1, Sim",,,,,[wk_datetime9_yn] = '0',, @HIDDEN-SURVEY,ABT,"data$tenth_contact_successful_yn.factor = factor(data$tenth_contact_successful_yn,levels=c(""0"",""1"")) # tenth_contact_successful_yn 100","levels(data$tenth_contact_successful_yn.factor)=c(""Não"",""Sim"") # tenth_contact_successful_yn 62",wk_datetime10_yn,Contato bem sucedido?,contato_semanal,10th contact successful?
749,symptoms_since_treatment,Sintomas novos após cápsulas?,1,0,1,0,0,1,followup,radio,f,"0, Não | 1, Sim",,,,,,y,,ABU,"data$symptoms_since_treatment.factor = factor(data$symptoms_since_treatment,levels=c(""0"",""1"")) # symptoms_since_treatment 94","levels(data$symptoms_since_treatment.factor)=c(""Não"",""Sim"") # symptoms_since_treatment 59",wk_safety,"Desde quando você começou a tomar as cápsulas, você teve algum sintoma novo que acredita que pode estar associado ao tratamento?",contato_semanal,New symptoms after capsules?
750,symptoms_description,Descrição dos sintomas,1,0,1,0,0,1,followup,notes,c,,,,,,[wk_safety] = '1',y,,ABV,,,wk_symptoms_note,"Por favor, descreva quais sintomas você teve",contato_semanal,Symptom description
751,contact_info_start_days,Início contato (dias),0,0,1,0,0,1,followup,text,c,,,,,,,," @DEFAULT='/ Onset:'
@HIDDEN",ABW,,,wk_info1,@DEFAULT='/ Início (dias):'@HIDDENUsed in concatenation,contato_semanal,Contact start (days)
752,onset_days,Dias desde início dos sintomas,1,0,1,0,0,1,followup,text,i,,,integer,,,[wk_safety] <> '' and [wk_safety] = '1' and [wk_symptoms_note] <> '',y,,ABX,,,wk_start,Os sintomas começaram há quantos dias?,contato_semanal,Days since symptom onset
753,contact_info_severity,Gravidade contato,0,0,1,0,0,1,followup,text,c,,,,,,,," @DEFAULT='/ Severity:'
@HIDDEN",ABY,,,wk_info,@DEFAULT='/ Severity:' @HIDDEN Used in concatenation,contato_semanal,Contact severity
754,severity_scale,Escala de sintomas (0-10),1,0,1,0,0,1,followup,slider,i,0 | 5 | 10,,number,,10,[wk_start] <> '',,,ABZ,,,wk_c120071,Quanto os sintomas te incomodam em uma escala de 0 a 10?,contato_semanal,Symptom scale (0-10)
755,symptoms_resolved,Sintomas resolvidos?,1,0,1,0,0,1,followup,radio,f,"0, Não tenho mais os sintomas | 1, Ainda tenho os sintomas",,,,,[wk_c120071] <> '',y,,ACA,"data$symptoms_resolved.factor = factor(data$symptoms_resolved,levels=c(""0"",""1"")) # symptoms_resolved 80","levels(data$symptoms_resolved.factor)=c(""Não tenho mais os sintomas"",""Ainda tenho os sintomas"") # symptoms_resolved 95",wk_c25471,Os sintomas já se resolveram?,contato_semanal,Symptoms resolved?
756,contact_info_duration_days,Duração contato (dias),0,0,1,0,0,1,followup,text,c,,,,,,,," @DEFAULT='/ Severity:'
@HIDDEN",ACB,,,wk_info_2,@DEFAULT=' há (dias):' @HIDDEN Used in concatenation,contato_semanal,Contact duration (days)
757,resolved_days,Dias desde resolução dos sintomas,1,0,1,0,0,1,followup,text,i,,,integer,,,[wk_c25471] = '0',y,,ACC,,,wk_c178992,Os sintomas se resolveram há quantos dias?,contato_semanal,Days since symptom resolution
