variable_order,variable_original,variable_recoded,label_original,label_pt,label_en,form_name_pt,form_name_en,field_type,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Branching Logic (Show field only if...),Required Field?,Field Annotation,eleg_arm_1,1visit_arm_1,2visit_arm_1,3visit_arm_1,Variable column (Original),Included,Factor,Level_pt
666,ae_yes_no,adverse_event_this_cycle_yn,Algum Evento Adverso neste ciclo?,Evento adverso neste ciclo?,Adverse event in this cycle?,eventos_adversos,adverse events,radio,"0, Não | 1, Sim",,,,,,y,,,1,1,1,YP,0,"data$adverse_event_this_cycle_yn.factor = factor(data$adverse_event_this_cycle_yn,levels=c(""0"",""1"")) # adverse_event_this_cycle_yn 100","levels(data$adverse_event_this_cycle_yn.factor)=c(""Não"",""Sim"") # adverse_event_this_cycle_yn 62"
667,sae,serious_adverse_event_yn,Evento Adverso Grave?  ,Evento adverso grave?,Serious adverse event?,eventos_adversos,adverse events,dropdown,"0, Não | 1, Sim",Serious Adverse Event (Code C41335),,,,[ae_yes_no] = '1',,,,1,1,1,YQ,0,"data$serious_adverse_event_yn.factor = factor(data$serious_adverse_event_yn,levels=c(""0"",""1"")) # serious_adverse_event_yn 94","levels(data$serious_adverse_event_yn.factor)=c(""Não"",""Sim"") # serious_adverse_event_yn 59"
668,adverse_event,adverse_event,Evento Adverso,Evento adverso,Adverse event,eventos_adversos,adverse events,text,BIOPORTAL:NCIT,(Indexado pelo NCIT),,,,[ae_yes_no] = '1',,,,1,1,1,YR,0,,
669,ae_description,adverse_event_description,Descrição,Descrição evento adverso,Adverse event description,eventos_adversos,adverse events,notes,,Adverse Event (NCIT: C41331),,,,[ae_yes_no] = '1',,,,1,1,1,YS,0,,
670,aes,adverse_event_classification,Classificação,Classificação evento adverso,Adverse event classification,eventos_adversos,adverse events,dropdown,"2, Alergia/Imunologia | 3, Auditivo/Ouvido | 4, Sangue/Medula Óssea | 5, Arritmia Cardíaca | 6, Cardíaco Geral | 7, Coagulação | 8, Sintomas Constitucionais | 9, Óbito/Morte | 10, Dermatologia/Pele | 11, Endócrino | 12, Gastrointestinal | 13, Crescimento e Desenvolvimento | 14, Hemorragia/Sangramento | 15, Hepatobiliar/Pâncreas | 16, Infecção | 17, Linfáticos | 18, Metabólico/Laboratorial | 19, Musculoesquelético/Tecido Conjuntivo | 20, Neurologia | 21, Ocular/Visual | 22, Dor | 23, Pulmonar/Trato Respiratório Superior | 24, Renal/Geniturinário | 25, Neoplasia Secundária | 26, Função Sexual/Reprodutiva | 27, Síndromes | 28, Vascular | 29, Psiquiátrico | 30, Outros",,autocomplete,,,[ae_yes_no] = '1' or [sae] = '1',,,,1,1,1,YT,0,"data$adverse_event_classification.factor = factor(data$adverse_event_classification,levels=c(""2"",""3"",""4"",""5"",""6"",""7"",""8"",""9"",""10"",""11"",""12"",""13"",""14"",""15"",""16"",""17"",""18"",""19"",""20"",""21"",""22"",""23"",""24"",""25"",""26"",""27"",""28"",""29"",""30"")) # adverse_event_classification 231","levels(data$adverse_event_classification.factor)=c(""Alergia/Imunologia"",""Auditivo/Ouvido"",""Sangue/Medula Óssea"",""Arritmia Cardíaca"",""Cardíaco Geral"",""Coagulação"",""Sintomas Constitucionais"",""Óbito/Morte"",""Dermatologia/Pele"",""Endócrino"",""Gastrointestinal"",""Crescimento e Desenvolvimento"",""Hemorragia/Sangramento"",""Hepatobiliar/Pâncreas"",""Infecção"",""Linfáticos"",""Metabólico/Laboratorial"",""Musculoesquelético/Tecido Conjuntivo"",""Neurologia"",""Ocular/Visual"",""Dor"",""Pulmonar/Trato Respiratório Superior"",""Renal/Geniturinário"",""Neoplasia Secundária"",""Função Sexual/Reprodutiva"",""Síndromes"",""Vascular"",""Psiquiátrico"",""Outros"") # adverse_event_classification 618"
671,grade,adverse_event_grade,Grau,Grau evento adverso,Adverse event grade,eventos_adversos,adverse events,dropdown,"1, 1 Mild AE | 2, 2 Moderate AE | 3, 3 Severe AE | 4, 4 Life-threatening or disabling AE | 5, 5 Death related to AE",,,,,[ae_yes_no] = '1',y,,,1,1,1,YU,0,"data$adverse_event_grade.factor = factor(data$adverse_event_grade,levels=c(""1"",""2"",""3"",""4"",""5"")) # adverse_event_grade 96","levels(data$adverse_event_grade.factor)=c(""1 Mild AE"",""2 Moderate AE"",""3 Severe AE"",""4 Life-threatening or disabling AE"",""5 Death related to AE"") # adverse_event_grade 145"
672,start_date,adverse_event_start_date,Início,Data início evento adverso,Adverse event start date,eventos_adversos,adverse events,text,,Adverse Event Start Date (NCIT: C78536),date_dmy,,,[ae_yes_no] = '1',,,,1,1,1,YV,0,,
673,stop_date,adverse_event_end_date,Término,Data término evento adverso,Adverse event end date,eventos_adversos,adverse events,text,,Adverse Event End Date (NCIT: C78537),date_dmy,,,[ae_yes_no] = '1',,,,1,1,1,YW,0,,
674,attribution,adverse_event_attribution,Atribuição de causalidade,Causalidade evento adverso,Adverse event causality,eventos_adversos,adverse events,dropdown,"1, Não Relacionado | 2, Improvável | 3, Possível | 4, Provável | 5, Definitivo",Causality Assessment (NCIT: C142413),,,,[ae_yes_no] = '1',,,,1,1,1,YX,0,"data$adverse_event_attribution.factor = factor(data$adverse_event_attribution,levels=c(""1"",""2"",""3"",""4"",""5"")) # adverse_event_attribution 108","levels(data$adverse_event_attribution.factor)=c(""Não Relacionado"",""Improvável"",""Possível"",""Provável"",""Definitivo"") # adverse_event_attribution 114"
675,action_taken,adverse_event_action_taken,Ação Realizada,Ação tomada evento adverso,Action taken for adverse event,eventos_adversos,adverse events,dropdown,"1, Nenhuma | 2, Dose Reduzida | 3, Terapia Interrompida | 4, Excluído do estudo",Adverse Event Action Taken with Study Treatment (NCIT: C83013),,,,[ae_yes_no] = '1',,,,1,1,1,YY,0,"data$adverse_event_action_taken.factor = factor(data$adverse_event_action_taken,levels=c(""1"",""2"",""3"",""4"")) # adverse_event_action_taken 106","levels(data$adverse_event_action_taken.factor)=c(""Nenhuma"",""Dose Reduzida"",""Terapia Interrompida"",""Excluído do estudo"") # adverse_event_action_taken 119"
676,seguimento,adverse_event_followup,Seguimento,Seguimento evento adverso,Adverse event follow-up,eventos_adversos,adverse events,dropdown,"1, 1. Resolvido | 2, 2. Resolvido com sequela | 3, 3. Não resolvido | 4, 4. Disfunção",,,,,[action_taken] <> '',,,,1,1,1,YZ,0,"data$adverse_event_followup.factor = factor(data$adverse_event_followup,levels=c(""1"",""2"",""3"",""4"")) # adverse_event_followup 98","levels(data$adverse_event_followup.factor)=c(""1. Resolvido"",""2. Resolvido com sequela"",""3. Não resolvido"",""4. Disfunção"") # adverse_event_followup 121"
677,additional_aes,additional_adverse_events_yn,Eventos Adversos Adicionais?,Eventos adversos adicionais?,Additional adverse events?,eventos_adversos,adverse events,dropdown,"0, Não | 1, Sim",,,,,[ae_yes_no] = '1',,,,1,1,1,ZA,0,"data$additional_adverse_events_yn.factor = factor(data$additional_adverse_events_yn,levels=c(""0"",""1"")) # additional_adverse_events_yn 102","levels(data$additional_adverse_events_yn.factor)=c(""Não"",""Sim"") # additional_adverse_events_yn 63"
678,ae_concatenate,adverse_event_concat,Evento adverso,Evento adverso concatenado,Concatenated adverse event,eventos_adversos,adverse events,notes,,,,,,,," @RICHTEXT
@READONLY
@IF([ae_yes_no]<>""1"","""",@SETVALUE=""[form-link:eventos_adversos:Link para o formulário]
<p>Data da avaliação: [ae_evaluation_date]
<p>Registro do participante: [eleg_arm_1][c83083]
<p>Número da visita: [event-label]
<p>Número da ocorrência: [current-instance]

<p>Evento adverso indexado pelo NCIT: [adverse_event]
<p>Sistema acometido: [aes]
<p>Início: [start_date]
<p>Término: [stop_date]
<p>Descrição: [ae_description]

<p>Evento Adverso Grave? [sae]
<p>Classificação gravidade: Grau [grade]; 
<p>Atribuição de causalidade: [attribution]

<p>Ação Realizada: [action_taken]
<p>Seguimento: [seguimento]"")",,1,1,1,ZB,0,,
679,eventos_adversos_complete,adverse_complete,Complete?,Formulário eventos_adversos completo?,Form eventos_adversos complete?,eventos_adversos,adverse events,radio,"0, Incomplete | 1, Unverified |2, Complete",,,,,,,,,1,1,1,ZC,1,"data$adverse_complete.factor = factor(data$adverse_complete,levels=c(""0"",""1"",""2"")) # adverse_complete 82","levels(data$adverse_complete.factor)=c(""Incomplete"",""Unverified"",""Complete"") # adverse_complete 76"
680,md_date,evaluation_date,Data,Data,Date,avaliao_mdica,medical,text,,,date_dmy,,,,y,,,1,1,1,ZD,1,,
681,md_pipe_com,pipe_comorbidities,Comorbidities,Comorbidades,Comorbidities,avaliao_mdica,medical,notes,,,,,,[eleg_arm_1][comorbidity][1] = '1',," @IF([eleg_arm_1][comorbidity][1] = '1', @SETVALUE='[eleg_arm_1][com_concat][last-instance]',@HIDDEN)",,1,1,1,ZE,0,,
682,bia_diuretic,diuretic_use,Faz uso de diurético?,Usa diurético?,Uses diuretics?,avaliao_mdica,medical,radio,"0, Não | 1, Sim",,,,,,y,Bioelectric Impedance Analysis (NCIT: C43545),,1,1,1,ZF,1,"data$diuretic_use.factor = factor(data$diuretic_use,levels=c(""0"",""1"")) # diuretic_use 70","levels(data$diuretic_use.factor)=c(""Não"",""Sim"") # diuretic_use 47"
683,bia_dosechange,diuretic_dose_change,Houve mudança na dose de diurético nos últimos 3 meses?,Mudança na dose do diurético?,Change in diuretic dose?,avaliao_mdica,medical,radio,"0, Não | 1, Sim",,,,,[bia_diuretic] = '1',y,Bioelectric Impedance Analysis (NCIT: C43545),,1,1,1,ZG,1,"data$diuretic_dose_change.factor = factor(data$diuretic_dose_change,levels=c(""0"",""1"")) # diuretic_dose_change 86","levels(data$diuretic_dose_change.factor)=c(""Não"",""Sim"") # diuretic_dose_change 55"
684,md_pipe_drugs,pipe_current_medications,Medicações em uso atual,Medicamentos atuais,Current medications,avaliao_mdica,medical,notes,,,,,,,," @IF([eleg_arm_1][medication][1] = '1', @SETVALUE= '[eleg_arm_1][drugs_concat][last-instance]',@HIDDEN)",,1,1,1,ZH,0,,
685,md_pipe_prevdrugs,pipe_previous_medications,Medicamentos utilizados previamente,Medicamentos anteriores,Previous medications,avaliao_mdica,medical,notes,,,,,,,," @IF([eleg_arm_1][medicationprevious][1] = '1', @SETVALUE='[eleg_arm_1][previousdrugs_concat][last-instance]',@HIDDEN)",,1,1,1,ZI,0,,
686,md_pipe_pmh,pipe_medical_history,Antecedentes Médicos,Antecedentes médicos,Medical history,avaliao_mdica,medical,notes,,,,,,,," @IF([eleg_arm_1][medicalhistory][1] = '1', @SETVALUE='[eleg_arm_1][pmh_concat][last-instance]',@HIDDEN)",,1,1,1,ZJ,0,,
687,bia_menses,menses,A participante menstrua?,A participante menstrua?,Participant menstruates?,avaliao_mdica,medical,radio,"0, N | 1, S",,,,,,y,Bioelectric Impedance Analysis (NCIT: C43545),,1,1,1,ZK,1,"data$menses.factor = factor(data$menses,levels=c(""0"",""1"")) # menses 58","levels(data$menses.factor)=c(""N"",""S"") # menses 37"
688,bia_mensesreg,regular_cycle,Ciclo menstrual regular?,Ciclo menstrual regular?,Regular menstrual cycle?,avaliao_mdica,medical,radio,"0, N | 1, S",,,,,[bia_menses] = '1',y,Bioelectric Impedance Analysis (NCIT: C43545),,1,1,1,ZL,1,"data$regular_cycle.factor = factor(data$regular_cycle,levels=c(""0"",""1"")) # regular_cycle 72","levels(data$regular_cycle.factor)=c(""N"",""S"") # regular_cycle 44"
689,bia_cycleduration,cycle_duration,Duração do ciclo menstrual (O ciclo menstrual tem uma duração média de 28 dias),Duração ciclo menstrual,Menstrual cycle duration,avaliao_mdica,medical,text,,,integer,20,35,[bia_menses] = '1' AND [bia_mensesreg] = '1',,,,1,1,1,ZM,1,,
690,bia_lastmenses,last_menses,Data da última menstruação,Última menstruação,Last menstruation,avaliao_mdica,medical,text,,,date_dmy,,,[bia_menses] = '1' AND [bia_mensesreg] = '1',y,"Bioelectric Impedance Analysis (NCIT: C43545)
@HIDEBUTTON
@PLACEHOLDER = 'xx-xx-xxxx'",,1,1,1,ZN,1,,
691,bia_ovulation_1,ovulation_days_after_lmp,Nº de dias depois da DUM que a pessoa vai ovular,Dias após DUM para ovulação,Days after LMP for ovulation,avaliao_mdica,medical,calc,[bia_cycleduration] - 14,,,,,[bia_menses] = '1' AND [bia_mensesreg] = '1',, @HIDDEN,,1,1,1,ZO,0,,
692,bia_ovulationdate,next_ovulation_date,Data da próxima ovulação,Próxima ovulação,Next ovulation date,avaliao_mdica,medical,text,,,date_dmy,,,[bia_menses] = '1' AND [bia_mensesreg] = '1',," @CALCDATE([bia_lastmenses], ([bia_ovulation_1] - 1), 'd')",,1,1,1,ZP,0,,
693,bia_nextmenses,next_menses_date,Data da próxima menstruação,Próxima menstruação,Next menstruation date,avaliao_mdica,medical,text,,,date_dmy,,,[bia_menses] = '1' AND [bia_mensesreg] = '1',," @CALCDATE([bia_lastmenses], [bia_cycleduration], 'd')",,1,1,1,ZQ,0,,
694,bia_menstrualcy,cycle_phase,Fase do ciclo menstrual,Fase ciclo menstrual,Menstrual cycle phase,avaliao_mdica,medical,text,,,,,,[bia_menses] = '1' AND [bia_mensesreg] = '1',y," @CALCTEXT(if([bia_ovulationdate] = '','', if(datediff([bia_ovulationdate], [md_date], 'd', true) = '0', 'dia da ovulação', if(datediff([bia_ovulationdate], [md_date], 'd', true) > '0', 'fase lutea', 'fase folicular'))))",,1,1,1,ZR,1,,
695,md_drugs,drugs_dose_change,Alguma mudança nos MEU ou dosagem?,Mudança na dose/MEU?,Change in dose/MEU?,avaliao_mdica,medical,radio,"0, Não | 1, Sim",,,,,,y,,,1,1,1,ZS,1,"data$drugs_dose_change.factor = factor(data$drugs_dose_change,levels=c(""0"",""1"")) # drugs_dose_change 80","levels(data$drugs_dose_change.factor)=c(""Não"",""Sim"") # drugs_dose_change 52"
696,md_drugs_note,drugs_dose_change_notes,Notas,Notas,Notes,avaliao_mdica,medical,notes,,,,,,[md_drugs] = '1',, @PLACEHOLDER = 'Notas',,1,1,1,ZT,1,,
697,md_pipesym1st,pipe_symptoms_1st_visit,Piping sintomas 1ª visita,Sintomas 1ª visita,Symptoms 1st visit,avaliao_mdica,medical,notes,,,,,,,," @IF([1visit_arm_1][c4876_yn][1] = '1', @SETVALUE= '[1visit_arm_1][sym_ncit_concat][last-instance]',@HIDDEN)",,1,1,1,ZU,0,,
698,md_pipesym2nd,pipe_symptoms_2nd_visit,Piping sintomas 2ª visita,Sintomas 2ª visita,Symptoms 2nd visit,avaliao_mdica,medical,notes,,,,,,,," @IF([2visit_arm_1][c4876_yn][1] = '1', @SETVALUE= '[2visit_arm_1][sym_ncit_concat][last-instance]',@HIDDEN)",,1,1,1,ZV,0,,
699,md_pipesym3rd,pipe_symptoms_3rd_visit,Piping sintomas 3ª visita,Sintomas 3ª visita,Symptoms 3rd visit,avaliao_mdica,medical,notes,,,,,,,," @IF([3visit_arm_1][c4876_yn][1] = '1', @SETVALUE= '[3visit_arm_1][sym_ncit_concat][last-instance]',@HIDDEN)",,1,1,1,ZW,0,,
700,phy_exam_1st,phy_exam_1st_concat,"Exame físico 1ª visita, concatenação das variáveis: phyexam_concat e phyexam_concat2",Exame físico 1ª visita concatenado,Concatenated physical exam 1st visit,avaliao_mdica,medical,notes,,,,,,,," @IF([1visit_arm_1][phyex_finding_yn][1] = '1', @SETVALUE='ACHADOS DE EXAME FÍSICO - 1ª visita
[1visit_arm_1][phyexam_concat][last-instance]
[1visit_arm_1][phyexam_concat2][last-instance]',@HIDDEN)",,1,1,1,ZX,0,,
701,phy_exam_2nd,phy_exam_2nd_concat,"Exame físico 2ª visita, concatenação das variáveis: phyexam_concat e phyexam_concat2",Exame físico 2ª visita concatenado,Concatenated physical exam 2nd visit,avaliao_mdica,medical,notes,,,,,,,," @IF([event-number] >= '3' and [2visit_arm_1][phyex_finding_yn][1] = '1', @SETVALUE='ACHADOS DE EXAME FÍSICO - 2ªvisita
[2visit_arm_1][phyexam_concat][last-instance]
[2visit_arm_1][phyexam_concat2][last-instance]',@HIDDEN)",,1,1,1,ZY,0,,
702,phy_exam_3rd,phy_exam_3rd_concat,"Exame físico 3ª visita, concatenação das variáveis: phyexam_concat e phyexam_concat2",Exame físico 3ª visita concatenado,Concatenated physical exam 3rd visit,avaliao_mdica,medical,notes,,,,,,,," @IF([event-number] = '4' and [3visit_arm_1][phyex_finding_yn][1] = '1', @SETVALUE='ACHADOS DE EXAME FÍSICO - 3ª visita
[3visit_arm_1][phyexam_concat][last-instance]
[3visit_arm_1][phyexam_concat2][last-instance]',@HIDDEN)",,1,1,1,ZZ,0,,
703,md_show_pipelab,show_lab_yn,Show lab?,Mostrar exames laboratoriais?,Show lab tests?,avaliao_mdica,medical,radio,"0, Não | 1, Sim",,,,,,,,,1,1,1,AAA,0,"data$show_lab_yn.factor = factor(data$show_lab_yn,levels=c(""0"",""1"")) # show_lab_yn 68","levels(data$show_lab_yn.factor)=c(""Não"",""Sim"") # show_lab_yn 46"
704,md_labs,lab_tests_yn,Algum exame de laboratório para checar nesta visita?,Exames laboratoriais realizados?,Lab tests performed?,avaliao_mdica,medical,radio,"0, Não | 1, Sim",,,,,,,,,1,1,1,AAB,0,"data$lab_tests_yn.factor = factor(data$lab_tests_yn,levels=c(""0"",""1"")) # lab_tests_yn 70","levels(data$lab_tests_yn.factor)=c(""Não"",""Sim"") # lab_tests_yn 47"
705,md_labswhynot,lab_tests_not_performed_reason,Por que não?,Motivo não realização dos exames,Reason lab tests not performed,avaliao_mdica,medical,text,,,,,,[md_labs] = '0',, @PLACEHOLDER = 'Por que não?',,1,1,1,AAC,0,,
706,md_labs_chked,lab_tests_checked_yn,Exames checados?,Exames laboratoriais checados?,Lab tests checked?,avaliao_mdica,medical,radio,"0, Não | 1, Sim",,,,,[md_labs] = '1',,,,1,1,1,AAD,0,"data$lab_tests_checked_yn.factor = factor(data$lab_tests_checked_yn,levels=c(""0"",""1"")) # lab_tests_checked_yn 86","levels(data$lab_tests_checked_yn.factor)=c(""Não"",""Sim"") # lab_tests_checked_yn 55"
707,md_labs_find,abnormal_labs,Algum achado anormal?,Achado laboratorial anormal?,Abnormal lab finding?,avaliao_mdica,medical,radio,"0, Não | 1, Sim",,,,,[md_labs_chked] = '1',,,,1,1,1,AAE,1,"data$abnormal_labs.factor = factor(data$abnormal_labs,levels=c(""0"",""1"")) # abnormal_labs 72","levels(data$abnormal_labs.factor)=c(""Não"",""Sim"") # abnormal_labs 48"
708,md_labs_find_mng,abnormal_labs_conduct,Notas e conduta em relação a achados laboratoriais anormais,Notas/condutas anormais,Abnormal lab notes/actions,avaliao_mdica,medical,notes,,,,,,[md_labs_find] = '1',, @PLACEHOLDER = 'Notas e conduta em relação a achados laboratoriais anormais',,1,1,1,AAF,1,,
